house_id,montly_rent,deposit_value,house_rules,street,size,lat_long,scrapy_datetime
1712112,EUR 1000,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'Private kitchenware', 'Closet', 'Central heating', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Gustav-Poensgen-Straße,Property: 35 m2,['51.21244'],2021/05/11 - 06:16:51
1665829,EUR 900,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Closet']",Linienstraße,Property: 40 m2,['51.21508'],2021/05/11 - 06:16:55
1667253,EUR 1950,EUR 1950,"['Shared facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Münsterstraße,Property: 90 m2,['51.24483'],2021/05/11 - 06:16:59
1711820,EUR 1300,EUR 2500,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Lennéstraße,Property: 68 m2,['51.23946'],2021/05/11 - 06:17:06
1711833,EUR 1300,EUR 2500,"['Private living room', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'Private balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Plockstraße,Property: 70 m2,['51.21008'],2021/05/11 - 06:17:08
1673897,EUR 1300,EUR 500,"['Shared facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing Musical Instruments not allowed', 'Pets not allowed', 'Smoking not allowed']",Karl-Anton-Straße,Property: 55 m2,['51.22539'],2021/05/11 - 06:17:10
1719745,EUR 1290,EUR 1080,"['Private facilities', 'Private living room', 'Private garden', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Am Holderbusch,Property: 70 m2,['51.20766'],2021/05/11 - 06:17:14
1709191,EUR 1095,EUR 2500,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Private bathroom', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking not allowed']",Gertrudisplatz,Property: 37 m2,['51.20107'],2021/05/11 - 06:17:16
1712211,,,[],,,,2021/05/11 - 06:17:26
1712213,,,[],,,,2021/05/11 - 06:17:36
1718670,EUR 1150,EUR 1200,"['WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Schirmerstraße,Property: 51 m2,['51.23109'],2021/05/11 - 06:17:38
1664844,EUR 1199,EUR 0,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Pets not allowed', 'Smoking not allowed']",Tannenstraße,Property: 36 m2,['51.25082'],2021/05/11 - 06:17:42
1714335,EUR 1250,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'Private kitchenware', 'Closet', 'Central heating', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Gustav-Poensgen-Straße,Property: 35 m2,['51.21244'],2021/05/11 - 06:17:44
1712234,EUR 1250,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'Private kitchenware', 'Closet', 'Central heating', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Gustav-Poensgen-Straße,Property: 35 m2,['51.21244'],2021/05/11 - 06:17:47
1705844,EUR 1250,EUR 1250,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Charlottenstraße,Property: 42.45 m2,['51.22123'],2021/05/11 - 06:17:49
1705824,EUR 1250,EUR 1250,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Charlottenstraße,Property: 42.45 m2,['51.22123'],2021/05/11 - 06:17:51
1665688,EUR 1190,EUR 2200,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private balcony', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed']",Parkstraße,Property: 55 m2,['51.23803'],2021/05/11 - 06:17:56
1722633,EUR 1190,EUR 2200,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets allowed', 'Smoking not allowed']",Tußmannstraße,Property: 68 m2,['51.23985'],2021/05/11 - 06:17:58
1720833,EUR 1850,EUR 4000,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Tannenstraße,Property: 80 m2,['51.25031'],2021/05/11 - 06:18:00
1709851,EUR 1400,EUR 0,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Adlerstraße,Property: 80 m2,['51.22988'],2021/05/11 - 06:18:17
1722626,,,[],,,,2021/05/11 - 06:18:28
1714418,EUR 1790,EUR 3000,"['Private Toilet', 'Private kitchen', 'Private balcony', 'No Parking', 'No living room', 'No garden', 'WiFi', 'Bed', 'Private kitchenware', 'Closet', 'Central heating', 'Wood flooring', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Hüttenstraße,Property: 65 m2,['51.21682'],2021/05/11 - 06:18:31
1709107,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,['51.26239'],2021/05/11 - 06:18:37
1709018,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,['51.26239'],2021/05/11 - 06:18:40
1709017,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,['51.26239'],2021/05/11 - 06:18:43
1708919,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,['51.26239'],2021/05/11 - 06:18:46
1703440,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Smoking allowed only outside', 'Pets not allowed']",Kanzlerstraße,Property: 50 m2,['51.26239'],2021/05/11 - 06:18:49
1665207,EUR 1060,EUR 3000,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Eulerstraße,Property: 47 m2,['51.24194'],2021/05/11 - 06:18:52
1649075,EUR 980,EUR 980,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Ellerkirchstraße,Property: 39 m2,['51.20051'],2021/05/11 - 06:18:55
1712214,EUR 1440,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Closet', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Glatzer Straße,Property: 40 m2,['51.21068'],2021/05/11 - 06:18:57
1711975,EUR 5000,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Friedrichstraße,Property: 120 m2,['51.21195'],2021/05/11 - 06:19:05
1711974,EUR 2000,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Friedrichstraße,Property: 35 m2,['51.21195'],2021/05/11 - 06:19:08
1711942,EUR 1600,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Friedrichstraße,Property: 35 m2,['51.21195'],2021/05/11 - 06:19:11
1709850,EUR 1400,EUR 0,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Adlerstraße,Property: 80 m2,['51.22988'],2021/05/11 - 06:19:13
1722505,EUR 960,EUR 2490,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'Private kitchenware', 'Central heating', 'Wood flooring', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Schlesische Straße,Property: 65 m2,['51.20815'],2021/05/11 - 06:19:24
1707192,EUR 1000,EUR 0,[],Kirchfeldstraße,Property: 60 m2,['51.2124'],2021/05/11 - 06:19:27
1722421,EUR 750,EUR 0,[],Baltenstraße,Property: 47 m2,['51.2238'],2021/05/11 - 06:19:29
1724024,EUR 2900,EUR 3500,"['Private living room', 'Shared garden', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Hohe Straße,Property: 75 m2,['51.22158'],2021/05/11 - 06:19:37
1681626,EUR 2200,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Achenbachstraße,Property: 90 m2,['51.23207'],2021/05/11 - 06:19:40
1666759,EUR 2100,EUR 5400,"['Shared facilities', 'Private living room', 'Private garden', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Pets not allowed', 'Smoking not allowed']",Barbarossaplatz,Property: 120 m2,['51.23103'],2021/05/11 - 06:19:42
1698131,EUR 1500,EUR 2500,"['Shared facilities', 'Shared living room', 'Shared toilet', 'Shared kitchen', 'Shared basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Shared kitchenware', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Charlottenstraße,Property: 130 m2,['51.22029'],2021/05/11 - 06:19:44
1715327,EUR 1150,EUR 2000,"['Private facilities', 'Private living room', 'Private garden', 'Private Toilet', 'Private kitchen', 'Private basement', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing Musical Instruments allowed', 'Smoking allowed only outside', 'Pets not allowed']",Sohnstraße,Property: 60 m2,['51.23602'],2021/05/11 - 06:19:46
1634009,EUR 1750,EUR 1500,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Closet', 'Playing Musical Instruments allowed', 'Pets negotiable', 'Smoking not allowed']",Cheruskerstraße,Property: 98 m2,['51.22985'],2021/05/11 - 06:19:48
