house_id,montly_rent,deposit_value,house_rules,street,size,lat_long,scrapy_datetime
1722166,EUR 1200,EUR 1000,"['Shared facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Brehmstraße,Property: 72 m2,"['51.24256', '6.80179']",2021/05/11 - 06:32:30
1713912,EUR 1250,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing Musical Instruments allowed', 'Pets negotiable', 'Smoking negotiable']",Görlitzer Straße,Property: 54 m2,"['51.20208', '6.72161']",2021/05/11 - 06:32:36
1716604,EUR 1050,EUR 1500,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Jahnstraße,Property: 45 m2,"['51.21443', '6.78072']",2021/05/11 - 06:32:39
1724005,EUR 1650,EUR 1750,"['Private living room', 'Shared garden', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Hohe Straße,Property: 50 m2,"['51.22069', '6.77401']",2021/05/11 - 06:32:42
1710339,EUR 910,EUR 3600,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No basement', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Rethelstraße,Property: 50 m2,"['51.23594', '6.79765']",2021/05/11 - 06:32:47
1718920,EUR 1420,EUR 2140,"['Private living room', 'Shared garden', 'Private Toilet', 'Private kitchen', 'Private basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing Musical Instruments not allowed', 'Pets not allowed', 'Smoking not allowed']",Kirchstraße,Property: 60 m2,"['51.21374', '6.80321']",2021/05/11 - 06:32:51
1712112,EUR 1000,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'Private kitchenware', 'Closet', 'Central heating', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Gustav-Poensgen-Straße,Property: 35 m2,"['51.21244', '6.78866']",2021/05/11 - 06:32:54
1665829,EUR 900,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Closet']",Linienstraße,Property: 40 m2,"['51.21508', '6.79566']",2021/05/11 - 06:32:58
1667253,EUR 1950,EUR 1950,"['Shared facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Münsterstraße,Property: 90 m2,"['51.24483', '6.78807']",2021/05/11 - 06:33:03
1711820,EUR 1300,EUR 2500,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Lennéstraße,Property: 68 m2,"['51.23946', '6.79134']",2021/05/11 - 06:33:08
1711833,EUR 1300,EUR 2500,"['Private living room', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'Private balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Plockstraße,Property: 70 m2,"['51.21008', '6.7547']",2021/05/11 - 06:33:11
1673897,EUR 1300,EUR 500,"['Shared facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing Musical Instruments not allowed', 'Pets not allowed', 'Smoking not allowed']",Karl-Anton-Straße,Property: 55 m2,"['51.22539', '6.79334']",2021/05/11 - 06:33:13
1719745,EUR 1290,EUR 1080,"['Private facilities', 'Private living room', 'Private garden', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Am Holderbusch,Property: 70 m2,"['51.20766', '6.84986']",2021/05/11 - 06:33:19
1709191,EUR 1095,EUR 2500,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Private bathroom', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking not allowed']",Gertrudisplatz,Property: 37 m2,"['51.20107', '6.83856']",2021/05/11 - 06:33:24
1712211,,,[],,,,2021/05/11 - 06:33:31
1712213,EUR 3300,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Closet', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Glatzer Straße,Property: 40 m2,"['51.21068', '6.83655']",2021/05/11 - 06:33:35
1718670,EUR 1150,EUR 1200,"['WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Schirmerstraße,Property: 51 m2,"['51.23109', '6.79399']",2021/05/11 - 06:33:37
1664844,EUR 1199,EUR 0,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Pets not allowed', 'Smoking not allowed']",Tannenstraße,Property: 36 m2,"['51.25082', '6.77975']",2021/05/11 - 06:33:42
1714335,,,[],,,,2021/05/11 - 06:33:45
1712234,EUR 1250,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'Private kitchenware', 'Closet', 'Central heating', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Gustav-Poensgen-Straße,Property: 35 m2,"['51.21244', '6.78866']",2021/05/11 - 06:33:49
1705844,EUR 1250,EUR 1250,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Charlottenstraße,Property: 42.45 m2,"['51.22123', '6.78793']",2021/05/11 - 06:33:56
1705824,EUR 1250,EUR 1250,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Charlottenstraße,Property: 42.45 m2,"['51.22123', '6.78793']",2021/05/11 - 06:33:59
1665688,EUR 1190,EUR 2200,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private balcony', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed']",Parkstraße,Property: 55 m2,"['51.23803', '6.78248']",2021/05/11 - 06:34:05
1722633,EUR 1190,EUR 2200,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets allowed', 'Smoking not allowed']",Tußmannstraße,Property: 68 m2,"['51.23985', '6.79305']",2021/05/11 - 06:34:17
1720833,EUR 1850,EUR 4000,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking allowed only outside']",Tannenstraße,Property: 80 m2,"['51.25031', '6.7773']",2021/05/11 - 06:34:27
1709851,EUR 1400,EUR 0,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Adlerstraße,Property: 80 m2,"['51.22988', '6.79508']",2021/05/11 - 06:34:35
1722626,EUR 1380,EUR 2500,"['Private living room', 'Shared garden', 'Private Toilet', 'Private kitchen', 'Shared basement', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets negotiable', 'Smoking not allowed']",Eisenstraße,Property: 60 m2,"['51.21665', '6.8009']",2021/05/11 - 06:34:41
1714418,EUR 1790,EUR 3000,"['Private Toilet', 'Private kitchen', 'Private balcony', 'No Parking', 'No living room', 'No garden', 'WiFi', 'Bed', 'Private kitchenware', 'Closet', 'Central heating', 'Wood flooring', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Hüttenstraße,Property: 65 m2,"['51.21682', '6.78376']",2021/05/11 - 06:34:44
1709107,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,"['51.26239', '6.82257']",2021/05/11 - 06:34:49
1709018,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,"['51.26239', '6.82257']",2021/05/11 - 06:34:54
1709017,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,"['51.26239', '6.82257']",2021/05/11 - 06:34:56
1708919,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Kanzlerstraße,Property: 50 m2,"['51.26239', '6.82257']",2021/05/11 - 06:34:58
1703440,EUR 1267,EUR 2970,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'Bedroom lock', 'Washing machine', 'Dryer', 'Playing Musical Instruments allowed', 'Smoking allowed only outside', 'Pets not allowed']",Kanzlerstraße,Property: 50 m2,"['51.26239', '6.82257']",2021/05/11 - 06:35:07
1665207,EUR 1060,EUR 3000,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Eulerstraße,Property: 47 m2,"['51.24194', '6.78725']",2021/05/11 - 06:35:20
1649075,EUR 980,EUR 980,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Ellerkirchstraße,Property: 39 m2,"['51.20051', '6.84337']",2021/05/11 - 06:35:26
1712214,EUR 1440,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Closet', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Glatzer Straße,Property: 40 m2,"['51.21068', '6.83655']",2021/05/11 - 06:35:31
1711975,EUR 5000,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Friedrichstraße,Property: 120 m2,"['51.21195', '6.77687']",2021/05/11 - 06:35:39
1711974,EUR 2000,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Friedrichstraße,Property: 35 m2,"['51.21195', '6.77687']",2021/05/11 - 06:35:45
1711942,EUR 1600,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Air conditioning', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Friedrichstraße,Property: 35 m2,"['51.21195', '6.77687']",2021/05/11 - 06:35:59
1709850,EUR 1400,EUR 0,"['Private facilities', 'Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Adlerstraße,Property: 80 m2,"['51.22988', '6.79508']",2021/05/11 - 06:36:03
1722505,EUR 960,EUR 2490,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'Private kitchenware', 'Central heating', 'Wood flooring', 'Playing musical instruments negotiable', 'Smoking allowed only outside', 'Pets not allowed']",Schlesische Straße,Property: 65 m2,"['51.20815', '6.83116']",2021/05/11 - 06:36:05
1707192,EUR 1000,EUR 0,[],Kirchfeldstraße,Property: 60 m2,"['51.2124', '6.7777']",2021/05/11 - 06:36:07
1722421,EUR 750,EUR 0,[],Baltenstraße,Property: 47 m2,"['51.2238', '6.86492']",2021/05/11 - 06:36:17
1724024,EUR 2900,EUR 3500,"['Private living room', 'Shared garden', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Private kitchenware', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Hohe Straße,Property: 75 m2,"['51.22158', '6.77416']",2021/05/11 - 06:36:30
1681626,EUR 2200,EUR 0,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'Private balcony', 'No Parking', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing musical instruments negotiable', 'Pets not allowed', 'Smoking not allowed']",Achenbachstraße,Property: 90 m2,"['51.23207', '6.80766']",2021/05/11 - 06:36:35
1666759,EUR 2100,EUR 5400,"['Shared facilities', 'Private living room', 'Private garden', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Pets not allowed', 'Smoking not allowed']",Barbarossaplatz,Property: 120 m2,"['51.23103', '6.75228']",2021/05/11 - 06:36:37
1698131,EUR 1500,EUR 2500,"['Shared facilities', 'Shared living room', 'Shared toilet', 'Shared kitchen', 'Shared basement', 'Unisex bathroom', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Bedroom lock', 'Shared kitchenware', 'Playing Musical Instruments allowed', 'Pets not allowed', 'Smoking not allowed']",Charlottenstraße,Property: 130 m2,"['51.22029', '6.78684']",2021/05/11 - 06:36:39
1715327,EUR 1150,EUR 2000,"['Private facilities', 'Private living room', 'Private garden', 'Private Toilet', 'Private kitchen', 'Private basement', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Washing machine', 'Playing Musical Instruments allowed', 'Smoking allowed only outside', 'Pets not allowed']",Sohnstraße,Property: 60 m2,"['51.23602', '6.81581']",2021/05/11 - 06:36:41
1634009,EUR 1750,EUR 1500,"['Private living room', 'Private Toilet', 'Private kitchen', 'Private bathroom', 'No Parking', 'No garden', 'WiFi', 'Living room furniture', 'Bed', 'TV', 'Private kitchenware', 'Closet', 'Playing Musical Instruments allowed', 'Pets negotiable', 'Smoking not allowed']",Cheruskerstraße,Property: 98 m2,"['51.22985', '6.75348']",2021/05/11 - 06:36:51
